Cód. CNUC;Nome da UC;Categoria;Coord. Regional;Ano/Criação; Área (hect) ; Perimetro (m) ;Ato legal;Grupo;UF;Municípios;Bioma;Fuso/abrangencia
0000.00.0179;PARQUE NACIONAL DO VIRUÁ;PARNA;GR 1 - NORTE;1998; 214.950,52 ; 238.981,58 ;DEC S/N, de 29/04/1998;PI;RR;Caracaraí.;AMAZÔNIA;20S
0000.00.0284;PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS;PARNA;GR 1 - NORTE;2006; 961.326,65 ; 1.072.984,19 ;"DEC S/N, de 21/06/2006; MP 542, de 12/08/2011; LEI 12.678, de 25/06/2012";PI;RO/MT/AM;Manicoré, Novo Aripuanã,  Machadinho d'Oeste, Colniza.;AMAZÔNIA;20S
0000.00.3519;PARQUE NACIONAL DOS CAMPOS FERRUGINOSOS;PARNA;GR 1 - NORTE;2017; 79.086,04 ; 263.471,08 ;DEC S/N de 05/06/2017;PI;PA;Canaã de Carajás, Parauapebas.;AMAZÔNIA;22S
0000.00.0277;PARQUE NACIONAL DOS CAMPOS GERAIS;PARNA;GR 5- SUL;2006; 21.299,08 ; 159.417,52 ;DEC S/N de 23/03/2006;PI;PR;Castro, Carambeí, Ponta Grossa.;MATA ATLÂNTICA;22S
0000.00.0180;PARQUE NACIONAL DOS LENÇOIS MARANHENSES;PARNA;GR 2- NORDESTE;1981; 156.608,16 ; 217.569,65 ;DEC 86.060, de 02/06/1981;PI;MA;Primeira Cruz, Santo Amaro do Maranhão, Barreirinhas, Humberto de Campos.;CERRADO;23S
0000.00.0182;PARQUE NACIONAL E HISTÓRICO DO MONTE PASCOAL;PARNA;GR 2- NORDESTE;1961; 22.239,84 ; 94.155,92 ;"DEC  242 de 29/11/1961; DEC 3.421, de 20/04/2000";PI;BA;Porto Seguro.;MATA ATLÂNTICA;24S
0000.00.0183;PARQUE NACIONAL GRANDE SERTÃO VEREDAS;PARNA;GR 4- SUDESTE;1989; 230.856,14 ; 281.892,10 ;"DEC 97.658, de 12/04/1989; DEC S/N, de 21/05/2004";PI;BA/MG;Cocos, Formoso, Chapada Gaúcha.;CERRADO;23S
0000.00.3137;PARQUE NACIONAL GUARICANA;PARNA;GR 5- SUL;2014; 49.286,87 ; 172.201,39 ;DEC S/N, de 13/10/2014;PI;PR;Guaratuba, Morretes, São José dos Pinhais.;MATA ATLÂNTICA;22S
0000.00.1633;PARQUE NACIONAL MAPINGUARI;PARNA;GR 1 - NORTE;2008; 1.776.928,60 ; 1.940.962,84 ;"DEC S/N , de 05/06/2008; LEI 12.249, de 11/06/2010; LEI 12.678, de 25/06/2012";PI;AM/RO;Lábrea, Canutama e Porto Velho.;AMAZÔNIA;20S
0000.00.2874;PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS;PARNA;GR 5- SUL;2013; 1.359,70 ; 16.067,67 ;LEI 12.829, de 20/06/2013;PI;PR;Pontal do Paraná.;MARINHO COSTEIRO;22S
0000.00.0186;PARQUE NACIONAL MARINHO DE FERNANDO DE NORONHA;PARNA;GR 2- NORDESTE;1988; 10.932,57 ; 62.031,82 ;DEC 96.693, de 14/09/1988;PI;PE;Fernando de Noronha.;MARINHO COSTEIRO;25S
0000.00.0185;PARQUE NACIONAL MARINHO DOS ABROLHOS;PARNA;GR 2- NORDESTE;1983; 87.943,14 ; 168.777,70 ;DEC 88.218, de 06/04/1983;PI;BA;Caravelas.;MARINHO COSTEIRO;24S
0000.00.0187;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;PARNA;GR 1 - NORTE;2002; 3.865.172,48 ; 1.715.929,99 ;DEC S/N, de 22/08/2002;PI;AP;Laranjal do Jari, Pedra Branca do Amaparí, Serra do Navio, Calçoene, Oiapoque, Almerim, Amapá, Ferreira Gomes, Pracuúba.;AMAZÔNIA;21N e 22N
0000.00.1626;PARQUE NACIONAL NASCENTES DO LAGO JARI;PARNA;GR 1 - NORTE;2008; 812.752,81 ; 563.767,22 ;DEC S/N, de 08/05/2008;PI;AM;Tapauá, Beruri.;AMAZÔNIA;20S
0000.00.0188;PARQUE NACIONAL SERRA DA CUTIA;PARNA;GR 1 - NORTE;2001; 283.503,50 ; 344.052,61 ;DEC S/N, de 01/08/2001;PI;RO;Guajará-Mirim.;AMAZÔNIA;20S
0000.00.0189;PARQUE NACIONAL SERRA DA MOCIDADE;PARNA;GR 1 - NORTE;1998; 359.943,61 ; 403.192,79 ;DEC S/N, de 29/04/1998;PI;AM/RR;Caracaraí, Barcelos.;AMAZÔNIA;20N
0000.00.0147;PARQUE NACIONAL SERRA DE ITABAIANA;PARNA;GR 2- NORDESTE;2005; 8.024,79 ; 89.014,01 ;DEC S/N, de 15/06/2005;PI;SE;Itabaiana, Areia Branca, Laranjeiras, Itaporanga d'Ajuda, Campo do Brito, Malhador.;MATA ATLÂNTICA;24S
0000.00.3694;REFÚGIO DE VIDA SILVESTRE DA ARARINHA AZUL;REVIS;GR 2- NORDESTE;2018; 29.234,73 ; 109.426,87 ;DEC 9.402 de 05/06/2018;PI;BA;Juazeiro, Curuçá.;CAATINGA;24S
0000.00.0190;REFUGIO DE VIDA SILVESTRE DA ILHA DOS LOBOS;REVIS;GR 5- SUL;1983; 142,39 ; 4.800,43 ;"DEC Nº 88.463, DE 04/07/1983; DEC S/N de 13/02/2006";PI;RS;Torres.;MARINHO COSTEIRO;22S
0000.00.0219;REFÚGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO;REVIS;GR 3 - CENTRO-OESTE;2002; 128.050,55 ; 330.955,06 ;"DEC S/N de 13/12/2002; DEC S/N de 11/06/2010";PI;BA;Jaborandi, Cocos.;CERRADO;23S
0000.00.1907;REFUGIO DE VIDA SILVESTRE DE BOA NOVA;REVIS;GR 2- NORDESTE;2010; 15.024,06 ; 185.007,03 ;DEC S/N, de 11/06/2010;PI;BA;Boa Nova, Manoel Vitorino, Dário Meira.;MATA ATLÂNTICA;24S
0000.00.1911;REFUGIO DE VIDA SILVESTRE DE SANTA CRUZ;REVIS;GR 4- SUDESTE;2010; 17.750,00 ; 63.101,68 ;DEC S/N de 17/06/2010;PI;ES;Aracruz, Fundão, Serra.;MARINHO COSTEIRO;24S
0000.00.1880;REFUGIO DE VIDA SILVESTRE DE UNA;REVIS;GR 2- NORDESTE;2007; 23.262,09 ; 209.934,45 ;DEC S/N de 21/12/2007;PI;BA;Ilhéus.;MATA ATLÂNTICA;24S
0000.00.3432;REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES;REVIS;GR 4- SUDESTE;2016; 67.479,29 ; 153.039,34 ;DEC S/N de 02/08/2016;PI;SP;São Sebastião.;MARINHO COSTEIRO;23S
0000.00.1813;REFUGIO DE VIDA SILVESTRE DO RIO DOS FRADES;REVIS;GR 2- NORDESTE;2007; 898,68 ; 13.872,21 ;DEC S/N de 21/12/2007;PI;BA;Porto Seguro.;MATA ATLÂNTICA;24S
0000.00.0278;REFÚGIO DE VIDA SILVESTRE DOS CAMPOS DE PALMAS;REVIS;GR 5- SUL;2006; 16.594,29 ; 90.949,38 ;DEC S/N de 03/04/2006;PI;PR/SC;General Carneiro, Palmas, Água Doce.;MATA ATLÂNTICA;22S
0000.00.2634;RESERVA BIOLÓGICA  BOM JESUS;REBIO;GR 5- SUL;2012; 34.179,03 ; 185.217,48 ;DEC S/N de 05/06/2012;PI;PR;Antonina, Guaraqueçaba, Paranaguá.;MATA ATLÂNTICA;22S
0000.00.0191;RESERVA BIOLÓGICA AUGUSTO RUSCHI;REBIO;GR 4- SUDESTE;1982; 3.562,32 ; 46.185,39 ;"DEC 87.589 de 20/09/1982; DEC 92.753 de 05/06/1986";PI;ES;Santa Teresa.;MATA ATLÂNTICA;24S
0000.00.0192;RESERVA BIOLÓGICA DA CONTAGEM;REBIO;GR 3 - CENTRO-OESTE;2002; 3.411,72 ; 46.816,79 ;DEC S/N de 13/12/2002;PI;DF;Brasília.;CERRADO;23S
0000.00.0193;RESERVA BIOLÓGICA DA MATA ESCURA;REBIO;GR 4- SUDESTE;2003; 50.892,39 ; 189.320,37 ;DEC S/N de 05/06/2003;PI;MG;Almenara, Jequitinhonha.;MATA ATLÂNTICA;24S
0000.00.0276;RESERVA BIOLÓGICA DAS ARAUCÁRIAS;REBIO;GR 5- SUL;2006; 14.930,49 ; 274.160,75 ;DEC S/N de 23/03/2006;PI;PR;Ipiranga, Teixeira Soares, Imbituva.;MATA ATLÂNTICA;22S
0000.00.0275;RESERVA BIOLÓGICA DAS PEROBAS;REBIO;GR 5- SUL;2006; 8.716,19 ; 49.665,44 ;DEC S/N de 20/03/2006;PI;PR;Cianorte, Tuneiras do Oeste.;MATA ATLÂNTICA;22S
0000.00.0195;RESERVA BIOLÓGICA DE COMBOIOS;REBIO;GR 4- SUDESTE;1984; 784,64 ; 28.359,43 ;DEC  90.222 de 25/09/1984;PI;ES;Aracruz, Linhares.;MARINHO COSTEIRO;24S
0000.00.0197;RESERVA BIOLOGICA DE PEDRA TALHADA;REBIO;GR 2- NORDESTE;1989; 4.382,37 ; 33.081,76 ;DEC  98.524 de 13/12/1989;PI;PE/AL;Lagoa do Ouro, Quebrangulo.;MATA ATLÂNTICA;24S
0000.00.0215;RESERVA BIOLÓGICA DE POÇO DAS ANTAS;REBIO;GR 4- SUDESTE;1974; 5.052,53 ; 38.474,34 ;"DEC  73.791 de 11/03/1974; DEC  76.534 de 13/11/1975";PI;RJ;Silva Jardim, Casimiro de Abreu.;MATA ATLÂNTICA;23S
0000.00.0198;RESERVA BIOLÓGICA DE SALTINHO;REBIO;GR 2- NORDESTE;1983; 562,58 ; 10.679,72 ;DEC  88.744 de 21/09/1983;PI;PE;Tamandaré, Rio Formoso.;MATA ATLÂNTICA;25S
0000.00.0199;RESERVA BIOLÓGICA DE SANTA ISABEL;REBIO;GR 2- NORDESTE;1988; 4.109,88 ; 81.143,50 ;DEC  96.999 de 20/10/1988;PI;SE;Pirambu, Pacatuba.;MARINHO COSTEIRO;24S
0000.00.0200;RESERVA BIOLÓGICA DE SERRA NEGRA;REBIO;GR 2- NORDESTE;1982; 624,86 ; 12.588,69 ;DEC  87.591 de 20/08/1982;PI;PE;Floresta, Tacaratu, Inajá.;CAATINGA;24S
0000.00.0201;RESERVA BIOLÓGICA DE SOORETAMA;REBIO;GR 4- SUDESTE;1982; 27.859,01 ; 102.174,22 ;DEC  87.588 de 20/09/1982;PI;ES;Sooretama, Linhares, Jaguaré.;MATA ATLÂNTICA;24S
0000.00.0213;RESERVA BIOLÓGICA DE UATUMÃ;REBIO;GR 1 - NORTE;1990; 938.731,62 ; 532.557,76 ;"DEC  99.277 de 06/06/1990; DEC S/N de 19/09/2002";PI;AM;Urucará, São Sebastião do Uatumã, Presidente Figueiredo.;AMAZÔNIA;21S
0000.00.0202;RESERVA BIOLÓGICA DE UNA;REBIO;GR 2- NORDESTE;1980; 18.725,06 ; 92.146,66 ;DEC  85.463 de 10/12/1980;PI;BA;Una, Ilhéus.;MATA ATLÂNTICA;24S
0000.00.0194;RESERVA BIOLÓGICA DO ABUFARI;REBIO;GR 1 - NORTE;1982; 223.866,74 ; 289.706,79 ;DEC  87.585 de 20/09/1982;PI;AM;Tapauá.;AMAZÔNIA;20S
0000.00.0203;RESERVA BIOLÓGICA DO ATOL DAS ROCAS;REBIO;GR 2- NORDESTE;1979; 35.187,01 ; 92.764,12 ;DEC  83.549 de 05/06/1979;PI;PE;Natal.;MARINHO COSTEIRO;25S
0000.00.0204;RESERVA BIOLÓGICA DO CÓRREGO DO VEADO;REBIO;GR 4- SUDESTE;1982; 2.375,76 ; 24.338,98 ;"DEC  87.590 de 20/09/1982; DEC 89.569 de 23/04/1984";PI;ES;Pinheiros.;MATA ATLÂNTICA;24S
0000.00.0205;RESERVA BIOLÓGICA DO CÓRREGO GRANDE;REBIO;GR 4- SUDESTE;1989; 1.503,75 ; 19.574,91 ;DEC  97.657 de 12/04/1989;PI;ES;Conceição da Barra, Mucuri.;MATA ATLÂNTICA;24S
0000.00.0206;RESERVA BIOLÓGICA DO GUAPORÉ;REBIO;GR 1 - NORTE;1982; 615.776,33 ; 518.625,38 ;DEC  87.587 de 20/09/1982;PI;RO;Alta Floresta d'Oeste, São Francisco do Guaporé, São Miguel do Guaporé, Seringueiras.;AMAZÔNIA;20S
